,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
5267,KTJC,FM,216,KELSO,WA,US,92487,N,46,19,45.3,W,122,57,54.4,CSN INTERNATIONAL,-122.96511111111111,46.32925
5268,KROH,FM,216,PORT TOWNSEND,WA,US,173495,N,48,0,57.3,W,122,55,33.6,OLYMPIC MEDIA,-122.926,48.01591666666667
5269,KROH,FS,216,PORT TOWNSEND,WA,US,173495,N,48,0,57.3,W,122,55,33.6,OLYMPIC MEDIA,-122.926,48.01591666666667
5270,KPBX-FM,FM,216,SPOKANE,WA,US,61942,N,47,34,12.6,W,117,5,3.7,"SPOKANE PUBLIC RADIO, INC.",-117.08436111111111,47.57016666666667
5271,KTWP,FM,216,TWISP,WA,US,173815,N,48,19,2.5,W,120,6,57.2,"SPOKANE PUBLIC RADIO, INC.",-120.11588888888889,48.31736111111111
5272,KGHI,FM,216,WESTPORT,WA,US,177202,N,46,55,10.3,W,123,57,18.6,GRAYS HARBOR INSTITUTE,-123.95516666666667,46.91952777777777
5273,KYPL,FM,216,YAKIMA,WA,US,25466,N,46,30,47.5,W,120,24,7.2,GROWING CHRISTIAN FOUNDATION,-120.402,46.513194444444444
5274,KYPL,FM,216,YAKIMA,WA,US,25466,N,46,30,47.5,W,120,24,7.2,GROWING CHRISTIAN FOUNDATION,-120.402,46.513194444444444
5275,WOVM,FM,216,APPLETON,WI,US,36786,N,44,9,46.0,W,88,14,37.4,"MUSIC THAT MATTERS, INC.",-88.24372222222222,44.16277777777778
5276,-,FM,216,COLUMBUS,WI,US,768625,N,43,22,14,W,89,03,12,-,-89.05333333333333,43.370555555555555
5277,WGTD,FM,216,KENOSHA,WI,US,23347,N,42,36,32.1,W,87,50,56.3,GATEWAY TECHNICAL COLLEGE,-87.84897222222222,42.608916666666666
5278,WGTD,FS,216,KENOSHA,WI,US,23347,N,42,36,32.1,W,87,50,56.3,GATEWAY TECHNICAL COLLEGE,-87.84897222222222,42.608916666666666
5279,W216BL,FX,216,MCFARLAND,WI,US,91912,N,43,3,0,W,89,16,55.4,"VCY AMERICA, INC.",-89.28205555555556,43.05
5280,WPIB,FM,216,BLUEFIELD,WV,US,53098,N,37,15,26.4,W,81,10,42.3,"POSITIVE ALTERNATIVE RADIO, INC.",-81.17841666666668,37.257333333333335
5281,-,FM,216,GLENVILLE,WV,US,767019,N,38,57,24,W,80,48,06,"ARAIZA REVIVAL MINISTRIES, INC",-80.80166666666666,38.95666666666667
5282,W216CJ,FX,216,HARRISVILLE,WV,US,121800,N,39,12,18.2,W,81,2,28.3,EDUCATIONAL MEDIA FOUNDATION,-81.04119444444444,39.20505555555556
5283,KOFG,FM,216,CODY,WY,US,121854,N,44,34,19.8,W,108,49,15.4,GOSPEL MESSENGERS,-108.82094444444444,44.57216666666667
5284,KOFG,FM,216,CODY,WY,US,121854,N,44,34,19.8,W,108,49,15.4,GOSPEL MESSENGERS,-108.82094444444444,44.57216666666667
5285,KMWY,FM,216,JACKSON,WY,US,122126,N,43,27,39.7,W,110,45,11.7,THE MOODY BIBLE INSTITUTE OF CHICAGO,-110.75325,43.46102777777778
5286,-,FM,216,KEMMERER,WY,US,762746,N,41,50,18,W,110,30,14,"CHEYENNE BROADCASTING FOUNDATION, INC.",-110.5038888888889,41.83833333333334
5293,WVOB,FM,217,DOTHAN,AL,US,4951,N,31,10,57.6,W,85,24,20.7,"BETHANY DIVINITY COLLEGE AND SEMINARY, INC.",-85.40575000000001,31.182666666666666
5294,WVOB,FM,217,DOTHAN,AL,US,4951,N,31,11,33.7,W,85,24,42.5,"BETHANY DIVINITY COLLEGE AND SEMINARY, INC.",-85.41180555555556,31.192694444444445
5295,WBNB,FM,217,EQUALITY,AL,US,173302,N,32,48,53.7,W,86,2,31.1,THE POWER FOUNDATION,-86.04197222222221,32.81491666666666
5296,WFIX,FM,217,FLORENCE,AL,US,67799,N,34,40,24.3,W,87,42,56.1,TRI-STATE INSPIRATIONAL BROADCASTING,-87.71558333333334,34.67341666666666
5297,WHIL,FM,217,MOBILE,AL,US,61999,N,30,41,20.7,W,87,49,49.0,THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ALABAMA,-87.83027777777778,30.689083333333333
5298,WTBJ,FM,217,OXFORD,AL,US,68099,N,33,29,7.3,W,85,48,32.8,TRINITY CHRISTIAN ACADEMY,-85.80911111111111,33.48536111111111
5299,WSJA,FM,217,YORK,AL,US,173427,N,32,27,54.5,W,88,16,54.1,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC",-88.28169444444444,32.465138888888895
5300,KUCA,FM,217,CONWAY,AR,US,69401,N,35,2,55.3,W,92,27,49.5,UNIVERSITY OF CENTRAL ARKANSAS,-92.46375,35.04869444444444
5301,KUAF,FM,217,FAYETTEVILLE,AR,US,4307,N,35,50,41.3,W,94,1,45.7,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,-94.02936111111111,35.84480555555556
5302,KUAF,FS,217,FAYETTEVILLE,AR,US,4307,N,35,50,41.3,W,94,1,45.7,BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,-94.02936111111111,35.84480555555556
5303,K217BW,FX,217,WARREN,AR,US,1605,N,33,37,24.3,W,92,5,39.5,AMERICAN FAMILY ASSOCIATION,-92.09430555555555,33.623416666666664
5305,KISJ-LP,FL,217,BISBEE,AZ,US,194977,N,31,24,21.2,W,109,54,37.4,"BORDERLANDS COMMUNITY MEDIA FOUNDATION, INC.",-109.91038888888889,31.40588888888889
5306,-,FM,217,COLORADO CITY,AZ,US,766499,N,37,0,0.9,W,112,59,48.0,"RADIO BY GRACE, INC.",-112.99666666666667,37.00025
5307,K217EP,FX,217,FLAGSTAFF,AZ,US,122167,N,35,14,26.0,W,111,35,50.6,"EN FAMILIA, INC.",-111.59738888888889,35.24055555555556
5308,K217FX,FX,217,GROOM CREEK,AZ,US,87699,N,34,24,53.1,W,112,24,16.6,CSN INTERNATIONAL,-112.40461111111112,34.41475
5309,KHCK,FM,217,HOUCK,AZ,US,177144,N,35,17,1.1,W,109,14,53.3,"ADVANCE MINISTRIES, INC.",-109.24813888888889,35.28363888888889
5310,K217BE,FX,217,KINGMAN,AZ,US,67647,N,35,5,39.0,W,113,54,20.8,"ADVANCED MINISTRIES, INC. D/B/A NEW LIFE CHRISTIAN SCHOOL",-113.90577777777779,35.094166666666666
5311,KNLB,FM,217,LAKE HAVASU CITY,AZ,US,48504,N,34,33,2.8,W,114,11,38.5,"ADVANCE MINISTRIES, INC.",-114.19402777777778,34.550777777777775
5312,-,FM,217,QUARTZSITE,AZ,US,767962,N,33,34,12,W,114,21,00,"ADVANCE MINISTRIES, INC.",-114.35,33.57
5313,KSHM,FM,217,SHOW LOW,AZ,US,176956,N,34,20,26.1,W,110,15,24.4,RADIO 74 INTERNATIONALE,-110.25677777777778,34.340583333333335
5314,KSHM,FM,217,SHOW LOW,AZ,US,176956,N,34,20,26.1,W,110,15,24.4,RADIO 74 INTERNATIONALE,-110.25677777777778,34.340583333333335
5315,K217GI,FX,217,SIERRA VISTA,AZ,US,2720,N,31,32,29.1,W,110,24,6.1,ARIZONA BOARD OF REGENTS FOR BENEFIT OF UNIVERSITY OF ARIZ.,-110.40169444444444,31.541416666666667
5316,KGHR,FM,217,TUBA CITY,AZ,US,68308,N,36,21,26.9,W,111,12,14.5,"TUBA CITY HIGH SCHOOL BOARD, INC.",-111.20402777777778,36.35747222222222
5317,KXCI,FM,217,TUCSON,AZ,US,22167,N,32,0,11.8,W,110,47,51.1,"FOUNDATION FOR CREATIVE BROADCASTING, INC.",-110.79752777777777,32.003277777777775
5318,KXCI,FM,217,TUCSON,AZ,US,22167,N,32,24,54.2,W,110,42,58.3,"FOUNDATION FOR CREATIVE BROADCASTING, INC.",-110.71619444444445,32.415055555555554
5319,KXCI,FS,217,TUCSON,AZ,US,22167,N,32,15,11.3,W,110,57,46.3,"FOUNDATION FOR CREATIVE BROADCASTING, INC.",-110.96286111111111,32.25313888888889
5320,KAWN,FM,217,WINSLOW,AZ,US,122438,N,35,1,36.1,W,110,41,52.5,AMERICAN FAMILY ASSOCIATION,-110.69791666666667,35.026694444444445
5321,K217AW,FX,217,YUMA,AZ,US,67807,N,32,40,31.1,W,114,20,47.7,"ADVANCED MINISTRIES, INC.",-114.34658333333333,32.67530555555555
5322,KFRB,FM,217,BAKERSFIELD,CA,US,20902,N,35,26,16.8,W,118,44,25.3,"FAMILY STATIONS, INC.",-118.74036111111111,35.437999999999995
5323,KWTH,FM,217,BARSTOW,CA,US,87122,N,34,38,38.9,W,116,37,41.0,"ADVANCE MINISTRIES, INC.",-116.62805555555555,34.64413888888889
5324,K217AS,FX,217,BIG BEND & BUSH BAR,CA,US,28555,N,41,0,49.5,W,121,57,3.9,SOUTHERN OREGON UNIVERSITY,-121.95108333333333,41.01375
5325,KDOX,FM,217,BIG PINE,CA,US,173521,N,37,24,41.7,W,118,11,10.3,"WESTERN INSPIRATIONAL BROADCASTERS, INC.",-118.18619444444445,37.41158333333333
5326,KDOX,FS,217,BIG PINE,CA,US,173521,N,37,24,41.3,W,118,11,9.7,"WESTERN INSPIRATIONAL BROADCASTERS, INC.",-118.18602777777778,37.41147222222222
5327,KKJD,FM,217,BORREGO SPRINGS,CA,US,172590,N,33,14,39.1,W,116,22,33.0,BORREGO SPRINGS CHRISTIAN CENTER,-116.37583333333333,33.244194444444446
5328,KZBV,FM,217,CARMEL VALLEY,CA,US,176698,N,36,25,51.8,W,121,40,35.8,"AWARE FM, INC.",-121.67661111111111,36.43105555555555
5329,KZBV,FM,217,CARMEL VALLEY,CA,US,176698,N,36,29,22.9,W,121,47,11.6,"AWARE FM, INC.",-121.78655555555555,36.489694444444446
5330,K217EZ,FX,217,COACHELLA,CA,US,92688,N,33,48,8.1,W,116,13,30.0,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.",-116.22500000000001,33.802249999999994
5331,NEW,FM,217,COALINGA,CA,US,766037,N,36,18,14.90,W,120,24,9.50,COALINGA PUBLIC BROADCAST SERVICE,-120.4026388888889,36.304138888888886
5332,K217EQ,FX,217,COALINGA,CA,US,78540,N,36,18,22.8,W,120,23,58.5,CSN INTERNATIONAL,-120.39958333333334,36.30633333333333
5333,K217EF,FX,217,DESERT CENTER,CA,US,93605,N,33,39,18.1,W,115,27,14.9,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.",-115.45413888888889,33.655027777777775
5334,KIDE,FM,217,HOOPA,CA,US,27612,N,41,3,50.4,W,123,41,9.2,HOOPA VALLEY,-123.6858888888889,41.064
5335,KDRH,FM,217,KING CITY,CA,US,9863,N,36,12,22.9,W,121,6,52.7,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.",-121.11463888888888,36.206361111111114
5336,K217GD,FX,217,MARYSVILLE,CA,US,142345,N,39,12,19.6,W,121,49,13.9,CSN INTERNATIONAL,-121.82052777777777,39.205444444444446
5337,KPRI,FM,217,PALA,CA,US,173244,N,33,22,0.1,W,117,4,8.1,PALA BAND OF MISSION INDIANS,-117.06891666666667,33.36669444444445
5338,K217EK,FX,217,PALO COLORADO CANYON,CA,US,51713,N,36,23,47.8,W,121,52,28.8,UNIVERSITY CORPORATION AT MONTEREY BAY,-121.87466666666666,36.39661111111111
5339,KNVE,FM,217,REDDING,CA,US,77093,N,40,39,14.9,W,122,31,15.9,EDUCATIONAL MEDIA FOUNDATION,-122.52108333333334,40.65413888888889
5340,K217DA,FX,217,RIDGECREST,CA,US,88908,N,35,28,40.8,W,117,42,1.2,CENTRO CRISTIANO DE VIDA ETERNA,-117.70033333333333,35.478
5341,K217CQ,FX,217,SALINAS,CA,US,84386,N,36,45,22.8,W,121,30,8.7,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.",-121.50241666666666,36.75633333333333
5342,KCPR,FM,217,SAN LUIS OBISPO,CA,US,8324,N,35,21,37.9,W,120,39,24.6,"CALIFORNIA POLYTECHNIC STATE UNIVERSITY, SAN LUIS OBISPO",-120.65683333333334,35.360527777777776
5343,KSVY,FM,217,SONOMA,CA,US,78100,N,38,13,54.6,W,122,29,50.9,-,-122.49747222222223,38.231833333333334
5344,KUOP,FM,217,STOCKTON,CA,US,69157,N,37,28,47.7,W,121,21,5.7,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO",-121.35158333333332,37.47991666666667
5345,KNYR,FM,217,YREKA,CA,US,62967,N,41,36,35.5,W,122,37,30.0,SOUTHERN OREGON UNIVERSITY,-122.625,41.609861111111115
5346,KLZV,FM,217,BRUSH,CO,US,89509,N,40,8,55.9,W,103,17,5.8,EDUCATIONAL MEDIA FOUNDATION,-103.28494444444445,40.14886111111111
5347,K217FS,FX,217,FRISCO,CO,US,18845,N,39,29,47.0,W,106,1,45.1,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.",-106.02919444444444,39.49638888888889
5348,KMSA,FM,217,GRAND JUNCTION,CO,US,41300,N,39,3,55.9,W,108,44,54.3,COLORADO MESA UNIVERSITY,-108.74841666666667,39.065527777777774
5349,KLRY,FM,217,GYPSUM,CO,US,90501,N,39,46,30.0,W,106,50,47.1,EDUCATIONAL MEDIA FOUNDATION,-106.84641666666666,39.775
5350,KLRY,FS,217,GYPSUM,CO,US,90501,N,39,38,39.0,W,106,51,37.1,EDUCATIONAL MEDIA FOUNDATION,-106.86030555555556,39.64416666666666
5351,KSUT,FM,217,IGNACIO,CO,US,35816,N,37,11,3.0,W,107,29,8.2,"KUTE, INC.",-107.48561111111111,37.18416666666666
5352,K217EG,FX,217,LAMAR,CO,US,94259,N,38,2,14.0,W,102,35,52.7,FAMILY LIFE BROADCASTING SYSTEM,-102.59797222222221,38.03722222222222
5353,-,FM,217,LAS ANIMAS,CO,US,764040,N,37,56,23,W,103,26,10,SOUTHERN CULTURAL FOUNDATION,-103.43611111111112,37.939722222222215
5354,-,FM,217,LOGHILL VILLAGE,CO,US,763591,N,38,23,15.0,W,107,40,28.0,CALVARY CHAPEL OF MONTROSE,-107.67444444444445,38.3875
5355,K217FY,FX,217,PAONIA & HOTCHKISS,CO,US,49217,N,38,51,19.9,W,107,36,27.2,UNITED MINISTRIES,-107.60755555555555,38.85552777777778
5356,KTPF,FM,217,SALIDA,CO,US,94198,N,38,26,47.9,W,106,0,38.0,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.",-106.01055555555556,38.446638888888884
5357,WWUH,FM,217,WEST HARTFORD,CT,US,68986,N,41,46,27.3,W,72,48,18.3,UNIVERSITY OF HARTFORD,-72.80508333333333,41.77425
5358,WVUD,FM,217,NEWARK,DE,US,69439,N,39,41,34.0,W,75,45,34.0,UNIVERSITY OF DELAWARE,-75.75944444444444,39.69277777777778
5359,WVUD,FM,217,NEWARK,DE,US,69439,N,39,41,26.4,W,75,45,21.8,UNIVERSITY OF DELAWARE,-75.75605555555556,39.690666666666665
5360,WYFZ,FM,217,BELLEVIEW,FL,US,76441,N,29,10,37.9,W,82,8,40.3,"BIBLE BROADCASTING NETWORK, INC.",-82.14452777777778,29.177194444444446
5361,WAKJ,FM,217,DEFUNIAK SPRINGS,FL,US,68290,N,30,41,5.6,W,86,8,27.7,"FIRST BAPTIST CHURCH, INC.",-86.14102777777778,30.68488888888889
5362,WSEB,FM,217,ENGLEWOOD,FL,US,63899,N,26,51,49.2,W,82,17,53.3,SUNCOAST EDUCATIONAL BROADCASTING CORP.,-82.29813888888889,26.863666666666667
5363,W217BL,FX,217,JACKSONVILLE,FL,US,93157,N,30,16,33.9,W,81,38,11.3,CSN INTERNATIONAL,-81.63647222222222,30.276083333333332
5364,-,FM,217,LABELLE,FL,US,768534,N,26,50,24.4,W,81,23,21.9,"CALL COMMUNICATIONS GROUP, INC.",-81.38941666666668,26.84011111111111
5365,WOLR,FM,217,LAKE CITY,FL,US,73398,N,30,2,56.8,W,82,48,43.5,"FAITH RADIO NETWORK, INC",-82.81208333333333,30.049111111111113
5366,WLRN-FM,FM,217,MIAMI,FL,US,66339,N,25,58,47.3,W,80,11,45.2,"THE SCHOOL BOARD OF MIAMI-DADE COUNTY, FLORIDA",-80.19588888888889,25.979805555555554
5367,WHIF,FM,217,PALATKA,FL,US,53953,N,29,39,7.9,W,81,35,31.3,"PUTNAM RADIO MINISTRIES, INC.",-81.59202777777777,29.652194444444444
5368,-,FM,217,SEBRING,FL,US,768143,N,27,25,9.1,W,81,12,26.9,"WORLD FEDERATION OF PASTORS AND MINISTERS OF THE FULL GOSPEL, INC.",-81.20747222222222,27.419194444444447
5369,W217AW,FX,217,DALTON,GA,US,90196,N,34,43,59.2,W,85,1,7.8,"LIFETALK RADIO, INC.",-85.01883333333333,34.733111111111114
5370,WATY,FM,217,FOLKSTON,GA,US,83543,N,30,49,16.8,W,81,44,13.4,DELMARVA EDUCATIONAL ASSOCIATION,-81.73705555555556,30.82133333333333
5371,WJTG,FM,217,FORT VALLEY,GA,US,32358,N,32,41,27,W,83,51,46,"FAMILY LIFE BROADCASTING, INC.",-83.86277777777777,32.69083333333333
5372,WBGP,FM,217,MOULTRIE,GA,US,172461,N,31,12,54.7,W,83,47,12.6,"FAITH RADIO NETWORK, INC.",-83.78683333333333,31.215194444444442
5373,-,FM,217,SUMMERVILLE,GA,US,766290,N,34,31,4.5,W,85,29,31.4,URBAN COMMUNITY LIFE,-85.49205555555555,34.517916666666665
5379,KDFR,FM,217,DES MOINES,IA,US,20849,N,41,36,59.0,W,93,31,36.8,"FAMILY STATIONS, INC.",-93.52688888888889,41.61638888888889
5380,K217FT,FX,217,WATERLOO,IA,US,148558,N,42,26,45.0,W,92,22,29.7,EDUCATIONAL MEDIA FOUNDATION,-92.37491666666666,42.44583333333333
5381,KANP,FM,217,ASHTON,ID,US,177234,N,44,10,29.6,W,111,25,49.8,HI-LINE RADIO FELLOWSHIP INC.,-111.43050000000001,44.17488888888889
5382,K217FR,FX,217,BONNERS FERRY,ID,US,6530,N,48,36,36.7,W,116,15,27.6,BOUNDARY COUNTY TV TRANSLATOR DISTRICT,-116.25766666666667,48.610194444444446
5383,K217DR,FX,217,GRANGEVILLE,ID,US,93680,N,45,51,45.5,W,116,7,19.5,CSN INTERNATIONAL,-116.12208333333332,45.86263888888889
5384,K217EJ,FX,217,IDAHO FALLS,ID,US,88556,N,43,32,36.6,W,111,53,9.8,IDAHO STATE UNIVERSITY,-111.88605555555556,43.5435
5385,WGMR,FM,217,EFFINGHAM,IL,US,172818,N,39,7,2.1,W,88,32,5.2,COVENANT NETWORK,-88.53477777777778,39.11725
5386,W217BJ,FX,217,FREEPORT,IL,US,94160,N,42,19,45.1,W,89,37,12.4,"FAMILY WORSHIP CENTER CHURCH, INC.",-89.6201111111111,42.32919444444445
5387,W217BB,FX,217,HICKORY POINT,IL,US,93403,N,39,52,34.1,W,89,0,55.3,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,-89.0153611111111,39.87613888888889
5388,WNIW,FM,217,LA SALLE,IL,US,49556,N,41,24,47.1,W,89,16,34.3,NORTHERN ILLINOIS UNIVERSITY,-89.27619444444444,41.41308333333333
5389,WIUM,FM,217,MACOMB,IL,US,71791,N,40,25,40.1,W,90,40,58.5,WESTERN ILLINOIS UNIVERSITY,-90.68291666666667,40.42780555555555
5390,WJCZ,FM,217,MILFORD,IL,US,122006,N,40,35,7.0,W,87,57,47.0,"CALVARY RADIO NETWORK, INC.",-87.96305555555556,40.58527777777778
5391,WJCZ,FM,217,MILFORD,IL,US,122006,N,40,35,7.1,W,87,57,47.1,"CALVARY RADIO NETWORK, INC.",-87.96308333333333,40.58530555555556
5392,WSLE,FM,217,SALEM,IL,US,1702,N,38,37,34.2,W,88,56,41.2,AMERICAN FAMILY ASSOCIATION,-88.94477777777779,38.62616666666667
5393,WTZY,FM,217,WONDER LAKE,IL,US,174052,N,42,27,53.1,W,88,25,29.3,"CALVARY RADIO NETWORK, INC.",-88.42480555555557,42.46475
5394,WFHB,FM,217,BLOOMINGTON,IN,US,5878,N,39,1,18.1,W,86,36,4.9,BLOOMINGTON COMMUNITY RADIO INC,-86.6013611111111,39.02169444444444
5395,WHJE,FM,217,CARMEL,IN,US,9004,N,39,58,45.1,W,86,7,9.9,CARMEL/CLAY SCHOOL CORPORATION,-86.11941666666667,39.979194444444445
5396,WNDY,FM,217,CRAWFORDSVILLE,IN,US,81314,N,40,3,19.1,W,86,55,57.0,"WABASH COLLEGE RADIO, INC.",-86.9325,40.055305555555556
5397,WJCO,FM,217,MONTPELIER,IN,US,122009,N,40,33,21.3,W,85,17,37.5,"CALVARY RADIO NETWORK, INC.",-85.29375,40.55591666666666
5398,WJCO,FM,217,MONTPELIER,IN,US,122009,N,40,33,21.2,W,85,17,38.9,"CALVARY RADIO NETWORK, INC.",-85.29413888888888,40.55588888888889
5399,WWQI,FM,217,MORRISTOWN,IN,US,172815,N,39,33,18.2,W,85,44,5.9,THE POWER FOUNDATION,-85.73497222222223,39.555055555555555
5400,WCRD,FM,217,MUNCIE,IN,US,47007,N,40,12,3.2,W,85,24,30.0,BALL STATE UNIVERSITY,-85.40833333333335,40.20088888888889
5401,WCKZ,FM,217,ORLAND,IN,US,93623,N,41,44,36.2,W,85,5,47.9,"STAR EDUCATIONAL MEDIA NETWORK, INC.",-85.09663888888889,41.74338888888889
5402,WWDL,FM,217,PLAINFIELD,IN,US,91476,N,39,40,18.2,W,86,21,30.0,THE POWER FOUNDATION,-86.35833333333333,39.67172222222222
5403,WWWJ,FM,217,ROCHESTER,IN,US,766980,N,41,3,6.3,W,86,12,1.2,LIBERTY BAPTIST CHURCH,-86.20033333333333,41.05175
5404,-,FM,217,SEELYVILLE,IN,US,768391,N,39,26,47.7,W,87,13,29.2,APPALACHIAN EDUCATIONAL COMMUNICATION CORPORATION,-87.22477777777777,39.44658333333333
5405,W217AS,FX,217,TERRE HAUTE,IN,US,86934,N,39,30,14.1,W,87,26,37.1,"PENSACOLA CHRISTIAN COLLEGE, INC.",-87.4436388888889,39.50391666666667
5406,W217BZ,FX,217,WARSAW,IN,US,89540,N,41,14,12.2,W,85,52,45.0,"PENSACOLA CHRISTIAN COLLEGE, INC.",-85.87916666666666,41.23672222222223
5407,KAXR,FM,217,ARKANSAS CITY,KS,US,85167,N,36,55,32.1,W,97,1,35.1,AMERICAN FAMILY ASSOCIATION,-97.02641666666666,36.92558333333333
5408,-,FM,217,BELOIT,KS,US,767524,N,39,23,37.87,W,98,10,48.30,BETHANY CHURCH OF LINCOLN COUNTY,-98.18008333333334,39.39385277777778
5409,K217CV,FX,217,BELOIT,KS,US,87483,N,39,24,8.0,W,98,7,42.2,AMERICAN FAMILY ASSOCIATION,-98.12838888888888,39.40222222222222
5410,K217EN,FX,217,GREAT BEND,KS,US,85883,N,38,20,16.7,W,98,45,48.0,EDUCATIONAL MEDIA FOUNDATION,-98.76333333333334,38.33797222222223
5411,-,FM,217,MADISON,KS,US,764388,N,38,8,12.1,W,96,9,2.0,"COMMUNITY BROADCASTING, INC.",-96.15055555555556,38.136694444444444
5412,K217CY,FX,217,OBERLIN,KS,US,87482,N,39,48,11.0,W,100,31,44.5,EDUCATIONAL MEDIA FOUNDATION,-100.52902777777777,39.80305555555555
5413,KANV,FM,217,OLSBURG,KS,US,92667,N,39,0,55.0,W,96,53,56.0,THE UNIVERSITY OF KANSAS,-96.89888888888889,39.015277777777776
5414,WUKY,FM,217,LEXINGTON,KY,US,4303,N,37,52,45.3,W,84,19,32.8,"BOARD OF TRUSTEES, UNIVERSITY OF KENTUCKY",-84.32577777777777,37.87925
5415,WUKY,FS,217,LEXINGTON,KY,US,4303,N,38,6,17,W,84,31,21.8,"BOARD OF TRUSTEES, UNIVERSITY OF KENTUCKY",-84.52272222222223,38.10472222222222
5416,WKMS-FM,FM,217,MURRAY,KY,US,47080,N,36,55,17.2,W,88,5,48.1,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",-88.09669444444444,36.92144444444444
5417,WKMS-FM,FS,217,MURRAY,KY,US,47080,N,36,55,17.2,W,88,5,48.1,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",-88.09669444444444,36.92144444444444
5418,WKMS-FM,FS,217,MURRAY,KY,US,47080,N,36,36,47.2,W,88,19,20.1,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",-88.32225,36.61311111111111
5419,WKMS-FM,FS,217,MURRAY,KY,US,47080,N,36,55,17.2,W,88,5,48.1,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",-88.09669444444444,36.92144444444444
5420,WKMS-FM,FS,217,MURRAY,KY,US,47080,N,36,55,17.2,W,88,5,48.1,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",-88.09669444444444,36.92144444444444
5421,W217BP,FX,217,OWENSBORO,KY,US,140460,N,37,45,44.2,W,87,4,47.0,HOPE MEDIA GROUP,-87.07972222222222,37.762277777777776
5422,WPDQ,FM,217,SCOTTSVILLE,KY,US,172966,N,36,44,25.2,W,86,10,30.9,"SOUTHERN WABASH COMMUNICATIONS OF MIDDLE TENNESSEE, INC.",-86.17525,36.74033333333333
5423,K217FD,FX,217,ALEXANDRIA,LA,US,141279,N,31,18,24.7,W,92,24,12.5,"BIBLE BROADCASTING NETWORK, INC.",-92.40347222222223,31.30686111111111
5424,WHFG,FM,217,BROUSSARD,LA,US,83878,N,29,58,4.7,W,91,55,31.4,MARY V. HARRIS FOUNDATION,-91.92538888888889,29.96797222222222
5425,WHFG,FM,217,BROUSSARD,LA,US,83878,N,29,58,4.4,W,91,55,31.0,MARY V. HARRIS FOUNDATION,-91.92527777777778,29.967888888888886
5426,K217EC,FX,217,MANY,LA,US,122017,N,31,32,12.0,W,93,25,23.0,"FAMILY WORSHIP CENTER CHURCH, INC.",-93.42305555555556,31.53666666666667
5427,KSCL,FM,217,SHREVEPORT,LA,US,9758,N,32,28,51.9,W,93,43,51.7,CENTENARY COLLEGE OF LOUISIANA,-93.73102777777778,32.48108333333334
5428,WNLS,FM,217,SLIDELL,LA,US,172708,N,30,32,9.7,W,89,51,52.3,PROVIDENCE EDUCATIONAL FOUNDATION,-89.86452777777777,30.53602777777778
5429,WSHL-FM,FM,217,EASTON,MA,US,63487,N,42,3,27.3,W,71,4,45.1,"STONEHILL COLLEGE, INC.",-71.07919444444444,42.05758333333333
5430,WXPL,FM,217,FITCHBURG,MA,US,21667,N,42,35,18.3,W,71,47,24.2,FITCHBURG STATE UNIVERSITY,-71.79005555555555,42.58841666666667
5431,WDJM-FM,FM,217,FRAMINGHAM,MA,US,22221,N,42,17,44.3,W,71,26,16.2,FRAMINGTON STATE UNIVERSITY,-71.43783333333333,42.29563888888889
5432,WFMR,FM,217,ORLEANS,MA,US,93704,N,41,47,29.4,W,69,59,36.1,"LOWER CAPE COMMUNICATIONS, INC.",-69.99336111111111,41.7915
5433,WNGB,FM,217,PETERSHAM,MA,US,172199,N,42,31,30.3,W,72,16,40.3,NORTHEAST GOSPEL BROADCASTING INC.,-72.27786111111111,42.525083333333335
5434,WCUW,FM,217,WORCESTER,MA,US,74162,N,42,15,46.3,W,71,47,57.2,"WUW, INC.",-71.79922222222223,42.262861111111114
5435,WESM,FM,217,PRINCESS ANNE,MD,US,69082,N,38,12,37.4,W,75,40,54.7,"UNIVERSITY OF MARYLAND, EASTERN SHORE",-75.68186111111112,38.21038888888889
5436,W217CJ,FX,217,PORTLAND,ME,US,145419,N,43,39,33.3,W,70,15,45.3,"LIGHT OF LIFE MINISTRIES, INC.",-70.26258333333334,43.65925
